name,indiv_feature,global_feature,motion,category1,category2,category3,category4,category5,category6
119_s0039,-1.226038003744874,1.6062446998362576,팔 움직임,16,512,2,2,4,8
119_s0040,0.4159805566748045,-0.2581311688245743,팔 움직임,16,512,2,2,4,8
119_s0041,0.2765077355044698,-0.2883819882194081,입술 모으기,512,512,512,2,4,16
119_s0042,-0.1062289526727283,0.554042730380978,팔 움직임,16,512,2,2,4,8
119_s0043,0.7369296436472917,0.0228693731734305,몸 움직임,8,512,2,2,4,8
119_s0044,0.0654393212387042,-0.3411988992030252,팔 움직임,16,512,2,2,4,8
119_s0045,-1.400706046807679,0.2419096576316306,입술 움직임,512,512,512,2,4,16
119_s0046,-1.3085539311608174,0.9569096471069436,팔 움직임,16,512,2,2,4,8
119_s0047,-1.818081117478572,1.2941357905608808,몸 움직임,8,512,2,2,4,8
119_s0048,1.5851005121367951,-1.536371984201597,팔 움직임,16,512,2,2,4,8
119_s0049,1.4435382404139068,-1.216091577414725,팔 움직임,16,512,2,2,4,8
119_s0050,1.302299815335474,-1.2648738712762428,몸 & 고개 움직임,136,512,130,2,4,24
119_s0051,0.4718441290585559,-0.3572411046244801,팔 움직임,16,512,2,2,4,8
119_s0052,0.251830840029253,-0.2769879328989894,팔 움직임,16,512,2,2,4,8
119_s0053,0.6180557971536351,-0.6025138686443106,고개 움직임,128,512,128,2,4,16
119_s0054,0.7892409318597372,-0.7400808632946351,팔 움직임,16,512,2,2,4,8
119_s0055,-0.3561633740664859,0.3222553486251618,팔 & 고개 움직임,144,512,130,2,4,24
119_s0056,-1.0645148610755475,1.270402939737994,고개 움직임,128,512,128,2,4,16
119_s0057,-1.2029249670336482,1.430258857975361,몸 움직임,8,512,2,2,4,8
119_s0058,-1.4222617587038249,1.718957021216432,입술 핥기,512,512,512,2,4,16
119_s0059,-1.536437861646915,1.6082770268346065,팔 움직임,16,512,2,2,4,8
119_s0060,-1.1102801846765586,1.1073415730392349,팔 움직임,16,512,2,2,4,8
119_s0061,0.5350474029203942,-0.5177165328574239,허리 굽힘,8,512,2,2,4,8
119_s0062,0.3655086807197631,0.1629212077679542,몸 움직임,8,512,2,2,4,8
119_s0063,1.7326113223219295,-0.7856288063229482,고개 움직임,128,512,128,2,4,16
119_s0064,1.307191642889478,-0.1560115060167786,몸 & 고개 움직임,136,512,130,2,4,24
119_s0065,-0.1956334334134029,-0.3922366655579201,몸 움직임,8,512,2,2,4,8
119_s0066,0.1128298939934595,0.0243437289167699,몸 움직임,8,512,2,2,4,8
119_s0067,0.9952396215893368,-0.1467973780151678,목 긁음,48,512,128,2,4,1024
119_s0068,1.3990719141931265,-0.4685115832303723,허리 핌,8,512,2,2,4,8
119_s0069,1.6079803315391612,-1.3491630351670214,입술 움직임,512,512,512,2,4,16
119_s0070,1.1651209384360868,-0.3879186546439698,몸 흔듬,8,512,2,2,4,8
119_s0071,1.143251579715216,-1.2007262186370642,몸 움직임,8,512,2,2,4,8
119_s0072,1.3347505272363982,-1.0927028458119723,입술 모으기,512,512,512,2,4,16
119_s0073,0.4759818485686091,-0.0301130401311619,팔 움직임,16,512,2,2,4,8
119_s0074,0.2852379208383206,-0.3439983651599749,팔 움직임,16,512,2,2,4,8
119_s0075,0.7548898927794598,-1.4593125436635364,고개 움직임,128,512,128,2,4,16
119_s0076,-0.061962105394425,-0.5843694708034363,팔 움직임,16,512,2,2,4,8
119_s0077,-0.0829352875033973,-0.1041019652515436,몸 흔듬,8,512,2,2,4,8
119_s0078,0.6414789386818252,-1.5781555766662212,몸 흔듬,8,512,2,2,4,8
119_s0079,0.9253639396408724,-1.3213407634340435,팔 움직임,16,512,2,2,4,8
119_s0080,-0.1053582307711424,-0.4144540374254561,몸 뒤로 움직임,8,512,2,2,4,8
119_s0081,0.4717828098597063,-0.6299025700273873,고개 움직임,128,512,128,2,4,16
119_s0082,-0.0045248342505847,-0.014606823973325,입술 움직임,512,512,512,2,4,16
119_s0083,0.7380229255000745,-0.850272584588746,허리 굽힘,8,512,2,2,4,8
119_s0084,0.1888375260434417,0.2717775293016213,몸 움직임,8,512,2,2,4,8
119_s0085,-0.1693557939385389,-0.120785047608897,몸 움직임,8,512,2,2,4,8
119_s0086,0.2697647371782593,-1.5345913056540206,몸 움직임,8,512,2,2,4,8
119_s0087,-0.1310459133539473,-0.6387614304809037,입술 움직임,512,512,512,2,4,16
